iter	Logloss
559	0.0002787812352
560	0.0002787772715
561	0.0002787757814
562	0.0002787775397
563	0.0002787751853
564	0.00027877298
565	0.0002787703276
566	0.0002787693739
567	0.0002787723541
568	0.0002787681222
569	0.0002787664533
570	0.0002787719369
571	0.0002787680626
572	0.0002787615657
573	0.0002787637711
574	0.0002787599564
575	0.0002787402272
576	0.0002787380219
577	0.0002787399888
578	0.0002787386477
579	0.0002787408829
580	0.000278739512
581	0.0002787396014
582	0.0002787400484
583	0.0002787408829
584	0.0002787377834
585	0.0002787216008
586	0.0002787241936
587	0.0002787229419
588	0.0002787171602
589	0.0002786959708
590	0.0002787017226
591	0.0002787000239
592	0.000278695792
593	0.0002786977887
594	0.0002786958814
595	0.0002786971033
596	0.0002786948085
597	0.0002786936462
598	0.0002786956429
599	0.0002786947787
600	0.000278691709
601	0.0002786909938
602	0.0002786887288
603	0.0002786909938
604	0.0002786900401
605	0.0002786878943
606	0.000278685987
607	0.0002786880732
608	0.0002786923349
609	0.00027868855
610	0.0002786878049
611	0.0002786836624
612	0.0002786837816
613	0.0002786843181
614	0.0002786838114
615	0.0002786822319
616	0.0002786812186
617	0.000278683424
618	0.0002786830664
619	0.0002786852121
620	0.0002786879241
621	0.0002786847949
622	0.0002786807418
623	0.0002786853611
624	0.0002786798477
625	0.0002786815166
626	0.000278678894
627	0.0002786796987
628	0.0002786756754
629	0.000278678149
630	0.0002786732912
631	0.0002786815166
632	0.0002786810398
633	0.0002786796689
634	0.0002786775827
635	0.0002786709666
636	0.0002786723375
637	0.0002786703706
638	0.0002786745429
639	0.0002786701918
640	0.0002786658406
641	0.0002786697745
642	0.000278668344
643	0.0002786719501
644	0.0002786702514
645	0.0002786739767
646	0.0002786747813
647	0.0002786721289
648	0.0002786687016
649	0.0002786642015
650	0.0002786717117
651	0.0002786669731
652	0.0002786659598
653	0.0002786706686
654	0.0002786661983
655	0.0002786695957
656	0.0002786684036
657	0.0002786664367
658	0.0002786632776
659	0.0002786617875
660	0.0002786642015
661	0.0002786678672
662	0.0002786645889
663	0.000278663218
664	0.00027865839
665	0.0002786534131
666	0.0002786547542
667	0.000278657943
668	0.0002786561549
669	0.0002786571383
670	0.0002786551714
671	0.0002786584496
672	0.0002786511183
673	0.0002786560655
674	0.0002786542177
675	0.0002786511779
676	0.0002786497772
677	0.000278650105
678	0.0002786486447
679	0.0002786522508
680	0.0002786524892
681	0.0002786519527
682	0.0002786464095
683	0.0002786468863
684	0.0002786447406
685	0.000278645277
686	0.0002786455452
687	0.0002786487937
688	0.0002786411345
689	0.0002786423862
690	0.0002786441445
691	0.0002786458135
692	0.0002786434293
693	0.0002786439061
694	0.0002786394358
695	0.0002786409855
696	0.000278640002
697	0.000278642118
698	0.0002786416411
699	0.000278639257
700	0.0002786341012
701	0.0002786349654
702	0.000278639704
703	0.0002786347568
704	0.0002786343098
705	0.0002786422074
706	0.0002786389589
707	0.0002786391377
708	0.0002786356807
709	0.000278632164
710	0.0002786360085
711	0.0002786335647
712	0.0002786312103
713	0.0002786307931
714	0.000278631568
715	0.0002786345184
716	0.0002786330581
717	0.0002786307335
718	0.0002786284983
719	0.0002786257267
720	0.0002786276937
721	0.0002786304951
722	0.0002786268592
723	0.0002786255479
724	0.0002786253691
725	0.0002786173224
726	0.0002786247134
727	0.0002786231041
728	0.0002786221504
729	0.0002786203921
730	0.0002786255777
731	0.0002786224782
732	0.0002786205709
733	0.0002786206603
734	0.0002786217928
735	0.0002786245048
736	0.0002786206603
737	0.0002786182463
738	0.0002786163092
739	0.0002786196768
740	0.0002786176205
741	0.0002786176801
742	0.0002786205411
743	0.0002786153257
744	0.00027861467
745	0.0002786117792
746	0.0002786160409
747	0.0002786091566
748	0.0002786099911
749	0.0002786097825
750	0.0002786090374
751	0.0002786090374
752	0.0002786162794
753	0.0002786107659
754	0.0002786105275
755	0.0002786082029
756	0.0002786106169
757	0.0002786113918
758	0.0002786085904
759	0.0002786087394
760	0.0002786060274
761	0.0002786040604
762	0.0002786021531
763	0.0002786032856
764	0.0002786071301
765	0.0002786075771
766	0.000278609395
767	0.000278603971
768	0.0002786039114
769	0.0002786025405
770	0.0002786029875
771	0.0002786053717
772	0.0002786014378
773	0.0002786007524
774	0.0002785991132
775	0.0002785972953
776	0.0002786002159
777	0.0002786040604
778	0.0002786044478
779	0.000278598994
780	0.0002785984576
781	0.0002785932422
782	0.0002785955667
783	0.0002785942554
784	0.0002785987854
785	0.0002785975635
786	0.0002785958052
787	0.0002785953283
788	0.0002785975933
789	0.0002785927951
790	0.0002785983682
791	0.0002785922289
792	0.000278594017
793	0.0002785951495
794	0.0002785931528
795	0.0002785907984
796	0.0002785902619
797	0.0002785871029
798	0.0002785868347
799	0.0002785864472
800	0.0002785859108
801	0.000278591156
802	0.0002785895169
803	0.0002785853744
804	0.0002785845101
805	0.0002785859108
806	0.0002785852849
807	0.0002785856724
808	0.0002785838842
809	0.0002785838246
810	0.000278580457
811	0.0002785771489
812	0.0002785823345
813	0.000278586328
814	0.000278586179
815	0.0002785816789
816	0.0002785764337
817	0.0002785848081
818	0.0002785802484
819	0.0002785796523
820	0.0002785769105
821	0.0002785789371
822	0.0002785806656
823	0.0002785764039
824	0.0002785761952
825	0.0002785772085
826	0.0002785778046
827	0.0002779766917
828	0.0002779791057
829	0.0002779818475
830	0.0002777050436
831	0.0002771228254
832	0.0002769759297
833	0.0002769756913
834	0.0002769702077
835	0.0002769710422
836	0.0002769557536
837	0.0002769488692
838	0.0002769469023
839	0.0002769487798
840	0.0002769513726
841	0.0002769471407
842	0.0002769455016
843	0.0002769424319
844	0.0002769434154
845	0.000276943326
846	0.0002769415379
847	0.0002769391537
848	0.0002769435644
849	0.0002769382
850	0.0002769346237
851	0.0002769351006
852	0.0002769353986
853	0.0002769365907
854	0.0002769345939
855	0.0002769342661
856	0.0002769327164
857	0.0002769305408
858	0.0002769279778
859	0.0002769307494
860	0.0002769305706
861	0.0002769297361
862	0.0002769262791
863	0.0002769248784
864	0.0002769215703
865	0.0002769230008
866	0.0002769246995
867	0.0002769254744
868	0.0002769218087
869	0.0002769191563
870	0.0002769227624
871	0.0002769168019
872	0.0002769185007
873	0.0002769209146
874	0.0002769173086
875	0.0002769154012
876	0.0002769116759
877	0.0002769101262
878	0.0002769112587
879	0.000276912272
880	0.0002769064903
881	0.0002769107223
882	0.0002769067287
883	0.0002769061923
884	0.0002769051194
885	0.0002769057155
886	0.0002769008279
887	0.0002768969536
888	0.0002768955529
889	0.0002768954635
890	0.0002768966854
891	0.0002768984437
892	0.0002769007683
893	0.0002768940926
894	0.000276896894
895	0.0002768928409
896	0.000276892662
897	0.0002768912911
898	0.0002768887281
899	0.0002768921256
900	0.0002768928409
901	0.0002768906355
902	0.0002768890858
903	0.0002768867016
904	0.0002768880129
905	0.0002768869996
906	0.0002768844664
907	0.0002768836617
908	0.0002768832743
909	0.0002768794596
910	0.0002768842578
911	0.0002768787146
912	0.0002768784463
913	0.000276878953
914	0.0002768727839
915	0.0002768725157
916	0.0002768731713
917	0.0002768708467
918	0.0002768713534
919	0.0002768754363
920	0.0002768726945
921	0.0002768717408
922	0.0002768701911
923	0.0002768669128
924	0.0002768644094
925	0.0002768681645
926	0.0002768675089
927	0.0002768653035
928	0.0002768636942
929	0.0002768628597
930	0.0002768611312
931	0.000276858449
932	0.0002768564522
933	0.0002768588066
934	0.0002768573165
935	0.0002768603563
936	0.0002768560648
937	0.0002768551111
938	0.0002768515348
939	0.0002768514752
940	0.000276851207
941	0.0002768517733
942	0.0002768500447
943	0.0002768456936
944	0.0002768515348
945	0.0002768465579
946	0.0002768442631
947	0.0002768432796
948	0.0002768450677
949	0.0002768415213
950	0.0002768424749
951	0.0002768356204
952	0.0002768372297
953	0.0002768382728
954	0.0002768363357
955	0.0002768338919
956	0.0002768347561
957	0.0002768347263
958	0.0002768338323
959	0.0002768352926
960	0.000276832819
961	0.0002768353522
962	0.0002768322229
963	0.0002768329084
964	0.0002768249512
965	0.0002768290341
966	0.0002768296003
967	0.0002768245637
968	0.0002768240571
969	0.0002768298388
970	0.0002768246531
971	0.0002768201232
972	0.0002768218815
973	0.0002768230438
974	0.0002768207192
975	0.0002768184245
976	0.0002768144011
977	0.0002768189907
978	0.0002768161893
979	0.000276815474
980	0.0002768170238
981	0.0002768098712
982	0.0002768054008
983	0.0002768114805
984	0.0002768107653
985	0.0002768081129
986	0.0002768042684
987	0.0002768061757
988	0.0002768073678
989	0.0002768032253
990	0.0002768007517
991	0.0002768051028
992	0.0002767959535
993	0.0002767975926
994	0.000276796639
995	0.000276802361
996	0.000276795119
997	0.0002767999172
998	0.000276800096
999	0.0002767985165
